Designator,Mid X,Mid Y,Layer,Rotation
IC50,77.47,33.02,Top,180
IC51,130.49,5.08,Top,0
IC52,116.36,15.24,Top,-90
IC53,77.47,41.75,Top,180
IC54,151.61,19.37,Top,90
IC55,135.57,15.24,Top,0
IC56,115.25,15.24,Top,0
IC58,128.27,28.26,Top,-90
IC59,135.57,28.58,Top,0
LED1,59.05,84.3,Top,90
R1,4.29,40.64,Top,0
R2,12.07,40.96,Top,180
R3,36.51,84.14,Top,0
R4,38.58,83.5,Top,0
R5,36.51,82.87,Top,0
R6,38.58,82.23,Top,0
R7,36.51,81.6,Top,0
R8,38.58,80.96,Top,0
R9,36.51,80.33,Top,0
R10,38.58,79.69,Top,0
R11,26.35,79.69,Top,180
R12,24.21,80.33,Top,180
R13,26.35,80.96,Top,180
R14,24.21,81.6,Top,180
R15,26.35,82.23,Top,180
R16,24.21,82.87,Top,180
R17,26.35,83.5,Top,180
R18,24.21,84.14,Top,180
R19,18.57,33.5,Top,0
R20,4.29,35.72,Top,180
R21,4.29,33.66,Top,180
R22,53.98,11.43,Top,90
R23,12.07,31.12,Top,0
R24,51.91,11.43,Top,90
R25,42.55,12.54,Top,270
R26,6.19,38.89,Top,180
R27,4.13,38.89,Top,180
R28,10.48,18.1,Top,270
R29,10.48,16.03,Top,270
R31,32.38,14.61,Top,180
R32,30.32,14.61,Top,180
R33,57.94,11.75,Top,0
R34,57.94,10.64,Top,180
R35,163.51,56.04,Top,90
R36,56.67,42.55,Top,0
R37,59.21,42.55,Top,0
R38,29.21,19.69,Top,180
R39,40.48,12.54,Top,270
R40,32.86,19.69,Top,0
R41,56.65,71.76,Top,0
R42,59.19,71.76,Top,0
R43,32.23,4.76,Top,90
R44,28.1,4.76,Top,90
R45,26.04,4.76,Top,90
R46,76.36,63.18,Top,180
R47,76.36,61.91,Top,0
R48,109.22,63.98,Top,0
R49,114.46,63.98,Top,0
R50,118.43,63.98,Top,0
R51,109.22,54.45,Top,0
R52,114.46,54.45,Top,0
R53,118.43,54.45,Top,0
R54,90.96,56.36,Top,90
R55,88.9,56.36,Top,90
R56,90.81,67.47,Top,270
R57,88.74,67.47,Top,270
R58,86.84,56.36,Top,90
R59,86.68,67.47,Top,270
R60,106.52,64.77,Top,270
R61,106.52,67.79,Top,90
R62,106.52,56.36,Top,270
R63,106.52,60.96,Top,90
R64,43.58,81.6,Top,180
R65,45.72,82.23,Top,180
R66,43.58,82.87,Top,180
R67,45.72,83.5,Top,180
R68,43.58,84.14,Top,180
R69,58.18,80.8,Top,0
R70,56.04,80.17,Top,0
R71,11.75,66.2,Top,90
R72,13.34,66.2,Top,270
R73,144.78,15.24,Top,90
R74,30.16,4.76,Top,90
R75,38.42,12.54,Top,270
R76,12.07,62.55,Top,180
R77,12.07,60.33,Top,0
R78,12.07,50.64,Top,0
R79,12.07,58.1,Top,0
R80,12.07,52.71,Top,180
R81,11.91,72.71,Top,180
R82,12.07,70.64,Top,180
R83,12.07,75.56,Top,0
R84,108.9,78.42,Top,0
R85,125.1,15.24,Top,270
R86,123.03,15.24,Top,270
R87,120.97,15.24,Top,90
R88,119.06,84.45,Top,0
R89,121.13,83.82,Top,0
R90,119.06,83.19,Top,0
R91,121.13,82.55,Top,0
R92,119.06,81.92,Top,0
R93,121.13,81.28,Top,0
R94,119.06,80.65,Top,0
R95,121.13,80.01,Top,0
R96,108.9,79.69,Top,180
R97,106.84,80.33,Top,180
R98,108.9,80.96,Top,180
R99,106.84,81.6,Top,180
R100,108.9,82.23,Top,180
R101,106.84,82.87,Top,180
R102,108.9,83.5,Top,180
R103,106.84,84.14,Top,180
R104,24.21,79.06,Top,180
R105,101.68,24.45,Top,0
R106,133.03,49.53,Top,270
R107,130.49,49.53,Top,270
R108,138.11,49.53,Top,270
R109,135.57,49.53,Top,270
R110,35.88,12.07,Top,180
R111,164.31,10.32,Top,0
R112,122.87,49.53,Top,270
R113,127.95,49.53,Top,270
R114,125.41,49.53,Top,90
R115,140.65,49.53,Top,270
R116,142.24,46.04,Top,90
R117,164.31,8.73,Top,0
R118,110.17,49.53,Top,270
R119,157.48,8.73,Top,180
R120,157.48,10.32,Top,180
R121,162.08,24.13,Top,0
R122,120.33,49.53,Top,270
R123,117.79,49.53,Top,270
R124,125.1,61.44,Top,270
R125,127.32,61.44,Top,90
R126,140.65,61.28,Top,270
R127,136.53,61.28,Top,90
R128,150.18,43.36,Top,270
R129,150.18,41.14,Top,270
R130,60.48,83.98,Top,270
R131,58.18,79.53,Top,0
R132,117,30.8,Top,0
R133,119.22,30.8,Top,0
R135,142.72,15.24,Top,270
R136,149.54,7.62,Top,180
R137,136.05,8.1,Top,180
R138,133.03,8.1,Top,0
R139,143.99,7.62,Top,180
R140,140.18,7.62,Top,0
R141,129.86,8.73,Top,180
R142,126.68,8.73,Top,0
R143,123.19,7.62,Top,0
R144,149.7,12.7,Top,270
R145,151.77,12.7,Top,270
R146,107.47,15.4,Top,270
R147,149.38,22.54,Top,270
R148,151.45,22.54,Top,90
R149,151.77,15.88,Top,270
R150,153.83,15.88,Top,270
R151,131.29,15.24,Top,90
R152,109.54,15.4,Top,90
R153,153.51,22.54,Top,270
R154,149.7,15.88,Top,270
R155,133.35,15.24,Top,270
R156,111.6,15.4,Top,270
R157,153.51,25.56,Top,270
R158,114.46,7.62,Top,180
R159,119.38,7.62,Top,180
R160,105.41,15.4,Top,270
R161,129.22,15.24,Top,270
R162,137,28.58,Top,90
R163,121.6,28.58,Top,270
R164,132.87,28.58,Top,270
R165,123.67,28.58,Top,90
R166,157.64,61.75,Top,90
R167,157.16,69.37,Top,270
R168,160.81,53.18,Top,90
R169,164.47,53.82,Top,0
R170,163.67,68.58,Top,0
R171,45.72,80.01,Top,0
R172,56.67,84.3,Top,0
R173,161.93,14.45,Top,0
R174,159.7,14.45,Top,90
R175,159.7,29.05,Top,90
R176,164.15,28.26,Top,90
R177,56.04,81.44,Top,0
R178,164.62,56.04,Top,90
R179,160.81,56.04,Top,270
R180,161.93,56.04,Top,90
R181,137.32,30.8,Top,0
R182,139.54,30.8,Top,0
R183,127.16,15.24,Top,270
R184,161.93,15.56,Top,0
R185,164.15,22.23,Top,90
R186,164.15,30.8,Top,90
R187,166.53,10.32,Top,180
R188,166.53,8.73,Top,180
R189,155.26,8.73,Top,0
R190,155.26,10.32,Top,0
R191,160.81,35.08,Top,180
R192,165.89,44.13,Top,90
R193,164.62,44.13,Top,90
R194,158.91,44.13,Top,90
R195,160.18,46.67,Top,270
R196,163.67,67.47,Top,180
R197,165.89,46.67,Top,270
R198,164.62,46.67,Top,270
R199,158.91,46.67,Top,270
R200,160.18,44.13,Top,90
R201,160.18,72.71,Top,180
R223,37.78,60.64,Top,0
R224,41.43,56.52,Top,180
